Week,Away Team,Home Team,Winning Team,Avg_home,Ret_home,Yds_home,PRet T_home,20_home,40_home,Lng_home,FC_home,FUM_home,P Blk_home,Avg_away,Ret_away,Yds_away,PRet T_away,20_away,40_away,Lng_away,FC_away,FUM_away,P Blk_away,Home_Win
18,Buccaneers,Panthers,Buccaneers,8.7,37,322,1,4,1,79,20,2,0,9.4,25,234,0,1,1,51,18,2,0,0
11,Buccaneers,49ers,49ers,8.0,34,273,0,0,0,19,13,2,0,9.4,25,234,0,1,1,51,18,2,0,1
15,Buccaneers,Packers,Buccaneers,7.3,26,189,0,3,0,35,15,6,0,9.4,25,234,0,1,1,51,18,2,0,0
16,Colts,Falcons,Falcons,7.2,33,239,0,1,0,23,18,2,0,9.2,29,267,0,2,0,32,22,3,1,1
3,Colts,Ravens,Colts,14.4,29,417,1,6,2,76,27,0,0,9.2,29,267,0,2,0,32,22,3,1,0
14,Colts,Bengals,Bengals,10.2,34,346,1,4,1,81,16,1,0,9.2,29,267,0,2,0,32,22,3,1,1
13,Colts,Titans,Colts,7.9,42,330,0,1,0,21,14,3,0,9.2,29,267,0,2,0,32,22,3,1,0
6,Colts,Jaguars,Jaguars,10.2,29,297,0,4,1,48,17,2,0,9.2,29,267,0,2,0,32,22,3,1,1
2,Colts,Texans,Colts,9.7,30,292,0,2,0,22,24,2,0,9.2,29,267,0,2,0,32,22,3,1,0
10,Colts,Patriots,Colts,6.3,33,208,0,2,0,25,26,5,0,9.2,29,267,0,2,0,32,22,3,1,0
9,Colts,Panthers,Colts,8.7,37,322,1,4,1,79,20,2,0,9.2,29,267,0,2,0,32,22,3,1,0
3,Titans,Browns,Browns,8.4,41,343,0,1,0,21,36,2,0,7.9,42,330,0,1,0,21,14,3,0,1
5,Titans,Colts,Colts,9.2,29,267,0,2,0,32,22,3,1,7.9,42,330,0,1,0,21,14,3,0,1
1,Titans,Saints,Saints,12.2,32,392,1,2,1,76,24,0,0,7.9,42,330,0,1,0,21,14,3,0,1
9,Titans,Steelers,Steelers,8.6,30,257,0,3,0,34,13,3,2,7.9,42,330,0,1,0,21,14,3,0,1
10,Titans,Buccaneers,Buccaneers,9.4,25,234,0,1,1,51,18,2,0,7.9,42,330,0,1,0,21,14,3,0,1
11,Titans,Jaguars,Jaguars,10.2,29,297,0,4,1,48,17,2,0,7.9,42,330,0,1,0,21,14,3,0,1
17,Titans,Texans,Texans,9.7,30,292,0,2,0,22,24,2,0,7.9,42,330,0,1,0,21,14,3,0,1
14,Titans,Dolphins,Titans,9.8,27,265,0,0,0,19,26,1,0,7.9,42,330,0,1,0,21,14,3,0,0
4,Ravens,Browns,Ravens,8.4,41,343,0,1,0,21,36,2,0,14.4,29,417,1,6,2,76,27,0,0,0
5,Ravens,Steelers,Steelers,8.6,30,257,0,3,0,34,13,3,2,14.4,29,417,1,6,2,76,27,0,0,1
12,Ravens,Chargers,Ravens,16.0,24,385,1,6,1,87,29,3,0,14.4,29,417,1,6,2,76,27,0,0,0
2,Ravens,Bengals,Ravens,10.2,34,346,1,4,1,81,16,1,0,14.4,29,417,1,6,2,76,27,0,0,0
6,Ravens,Titans,Ravens,7.9,42,330,0,1,0,21,14,3,0,14.4,29,417,1,6,2,76,27,0,0,0
15,Ravens,Jaguars,Ravens,10.2,29,297,0,4,1,48,17,2,0,14.4,29,417,1,6,2,76,27,0,0,0
8,Ravens,Cardinals,Ravens,9.2,31,286,0,2,1,49,11,1,0,14.4,29,417,1,6,2,76,27,0,0,0
16,Ravens,49ers,Ravens,8.0,34,273,0,0,0,19,13,2,0,14.4,29,417,1,6,2,76,27,0,0,0
6,49ers,Browns,Browns,8.4,41,343,0,1,0,21,36,2,0,8.0,34,273,0,0,0,19,13,2,0,1
7,49ers,Vikings,Vikings,7.8,37,289,0,3,0,25,14,1,0,8.0,34,273,0,0,0,19,13,2,0,1
1,49ers,Steelers,49ers,8.6,30,257,0,3,0,34,13,3,2,8.0,34,273,0,0,0,19,13,2,0,0
17,49ers,Commanders,49ers,7.9,35,278,0,3,1,61,14,2,0,8.0,34,273,0,0,0,19,13,2,0,0
13,49ers,Eagles,49ers,14.4,29,417,0,7,2,54,18,2,0,8.0,34,273,0,0,0,19,13,2,0,0
12,49ers,Seahawks,49ers,10.6,25,265,0,3,0,32,16,2,0,8.0,34,273,0,0,0,19,13,2,0,0
10,49ers,Jaguars,49ers,10.2,29,297,0,4,1,48,17,2,0,8.0,34,273,0,0,0,19,13,2,0,0
2,49ers,Rams,49ers,7.3,28,204,0,1,0,29,24,3,0,8.0,34,273,0,0,0,19,13,2,0,0
15,49ers,Cardinals,49ers,9.2,31,286,0,2,1,49,11,1,0,8.0,34,273,0,0,0,19,13,2,0,0
9,Cardinals,Browns,Browns,8.4,41,343,0,1,0,21,36,2,0,9.2,31,286,0,2,1,49,11,1,0,1
13,Cardinals,Steelers,Cardinals,8.6,30,257,0,3,0,34,13,3,2,9.2,31,286,0,2,1,49,11,1,0,0
1,Cardinals,Commanders,Commanders,7.9,35,278,0,3,1,61,14,2,0,9.2,31,286,0,2,1,49,11,1,0,1
16,Cardinals,Bears,Bears,8.2,23,188,0,1,0,31,21,2,0,9.2,31,286,0,2,1,49,11,1,0,1
17,Cardinals,Eagles,Cardinals,14.4,29,417,0,7,2,54,18,2,0,9.2,31,286,0,2,1,49,11,1,0,0
7,Cardinals,Seahawks,Seahawks,10.6,25,265,0,3,0,32,16,2,0,9.2,31,286,0,2,1,49,11,1,0,1
11,Cardinals,Texans,Texans,9.7,30,292,0,2,0,22,24,2,0,9.2,31,286,0,2,1,49,11,1,0,1
6,Cardinals,Rams,Rams,7.3,28,204,0,1,0,29,24,3,0,9.2,31,286,0,2,1,49,11,1,0,1
4,Cardinals,49ers,49ers,8.0,34,273,0,0,0,19,13,2,0,9.2,31,286,0,2,1,49,11,1,0,1
11,Steelers,Browns,Browns,8.4,41,343,0,1,0,21,36,2,0,8.6,30,257,0,3,0,34,13,3,2,1
15,Steelers,Colts,Colts,9.2,29,267,0,2,0,32,22,3,1,8.6,30,257,0,3,0,34,13,3,2,1
18,Steelers,Ravens,Steelers,14.4,29,417,1,6,2,76,27,0,0,8.6,30,257,0,3,0,34,13,3,2,0
17,Steelers,Seahawks,Steelers,10.6,25,265,0,3,0,32,16,2,0,8.6,30,257,0,3,0,34,13,3,2,0
12,Steelers,Bengals,Steelers,10.2,34,346,1,4,1,81,16,1,0,8.6,30,257,0,3,0,34,13,3,2,0
4,Steelers,Texans,Texans,9.7,30,292,0,2,0,22,24,2,0,8.6,30,257,0,3,0,34,13,3,2,1
7,Steelers,Rams,Steelers,7.3,28,204,0,1,0,29,24,3,0,8.6,30,257,0,3,0,34,13,3,2,0
3,Steelers,Raiders,Steelers,10.0,25,249,0,1,0,32,18,2,0,8.6,30,257,0,3,0,34,13,3,2,0
14,Jaguars,Browns,Browns,8.4,41,343,0,1,0,21,36,2,0,10.2,29,297,0,4,1,48,17,2,0,1
1,Jaguars,Colts,Jaguars,9.2,29,267,0,2,0,32,22,3,1,10.2,29,297,0,4,1,48,17,2,0,0
7,Jaguars,Saints,Jaguars,12.2,32,392,1,2,1,76,24,0,0,10.2,29,297,0,4,1,48,17,2,0,0
8,Jaguars,Steelers,Jaguars,8.6,30,257,0,3,0,34,13,3,2,10.2,29,297,0,4,1,48,17,2,0,0
5,Jaguars,Bills,Jaguars,11.6,31,360,1,4,1,96,25,3,0,10.2,29,297,0,4,1,48,17,2,0,0
18,Jaguars,Titans,Titans,7.9,42,330,0,1,0,21,14,3,0,10.2,29,297,0,4,1,48,17,2,0,1
16,Jaguars,Buccaneers,Buccaneers,9.4,25,234,0,1,1,51,18,2,0,10.2,29,297,0,4,1,48,17,2,0,1
12,Jaguars,Texans,Jaguars,9.7,30,292,0,2,0,22,24,2,0,10.2,29,297,0,4,1,48,17,2,0,0
17,Jets,Browns,Browns,8.4,41,343,0,1,0,21,36,2,0,9.7,33,319,1,2,1,65,31,3,1,1
5,Jets,Broncos,Jets,16.3,20,326,0,5,2,52,15,1,0,9.7,33,319,1,2,1,65,31,3,1,0
8,Jets,Giants,Jets,8.9,35,311,1,1,1,94,16,7,0,9.7,33,319,1,2,1,65,31,3,1,0
11,Jets,Bills,Bills,11.6,31,360,1,4,1,96,25,3,0,9.7,33,319,1,2,1,65,31,3,1,1
2,Jets,Cowboys,Cowboys,5.4,18,98,0,0,0,15,23,1,2,9.7,33,319,1,2,1,65,31,3,1,1
18,Jets,Patriots,Jets,6.3,33,208,0,2,0,25,26,5,0,9.7,33,319,1,2,1,65,31,3,1,0
15,Jets,Dolphins,Dolphins,9.8,27,265,0,0,0,19,26,1,0,9.7,33,319,1,2,1,65,31,3,1,1
10,Jets,Raiders,Raiders,10.0,25,249,0,1,0,32,18,2,0,9.7,33,319,1,2,1,65,31,3,1,1
4,Rams,Colts,Rams,9.2,29,267,0,2,0,32,22,3,1,7.3,28,204,0,1,0,29,24,3,0,0
14,Rams,Ravens,Ravens,14.4,29,417,1,6,2,76,27,0,0,7.3,28,204,0,1,0,29,24,3,0,1
1,Rams,Seahawks,Rams,10.6,25,265,0,3,0,32,16,2,0,7.3,28,204,0,1,0,29,24,3,0,0
17,Rams,Giants,Rams,8.9,35,311,1,1,1,94,16,7,0,7.3,28,204,0,1,0,29,24,3,0,0
3,Rams,Bengals,Bengals,10.2,34,346,1,4,1,81,16,1,0,7.3,28,204,0,1,0,29,24,3,0,1
12,Rams,Cardinals,Rams,9.2,31,286,0,2,1,49,11,1,0,7.3,28,204,0,1,0,29,24,3,0,0
8,Rams,Cowboys,Cowboys,5.4,18,98,0,0,0,15,23,1,2,7.3,28,204,0,1,0,29,24,3,0,1
18,Rams,49ers,Rams,8.0,34,273,0,0,0,19,13,2,0,7.3,28,204,0,1,0,29,24,3,0,0
9,Rams,Packers,Packers,7.3,26,189,0,3,0,35,15,6,0,7.3,28,204,0,1,0,29,24,3,0,1
7,Browns,Colts,Browns,9.2,29,267,0,2,0,32,22,3,1,8.4,41,343,0,1,0,21,36,2,0,0
2,Browns,Steelers,Steelers,8.6,30,257,0,3,0,34,13,3,2,8.4,41,343,0,1,0,21,36,2,0,1
10,Browns,Ravens,Browns,14.4,29,417,1,6,2,76,27,0,0,8.4,41,343,0,1,0,21,36,2,0,0
12,Browns,Broncos,Broncos,16.3,20,326,0,5,2,52,15,1,0,8.4,41,343,0,1,0,21,36,2,0,1
8,Browns,Seahawks,Seahawks,10.6,25,265,0,3,0,32,16,2,0,8.4,41,343,0,1,0,21,36,2,0,1
18,Browns,Bengals,Bengals,10.2,34,346,1,4,1,81,16,1,0,8.4,41,343,0,1,0,21,36,2,0,1
16,Browns,Texans,Browns,9.7,30,292,0,2,0,22,24,2,0,8.4,41,343,0,1,0,21,36,2,0,0
13,Browns,Rams,Rams,7.3,28,204,0,1,0,29,24,3,0,8.4,41,343,0,1,0,21,36,2,0,1
5,Chiefs,Vikings,Chiefs,7.8,37,289,0,3,0,25,14,1,0,9.3,41,380,0,7,1,50,17,5,0,0
8,Chiefs,Broncos,Broncos,16.3,20,326,0,5,2,52,15,1,0,9.3,41,380,0,7,1,50,17,5,0,1
18,Chiefs,Chargers,Chiefs,16.0,24,385,1,6,1,87,29,3,0,9.3,41,380,0,7,1,50,17,5,0,0
4,Chiefs,Jets,Chiefs,9.7,33,319,1,2,1,65,31,3,1,9.3,41,380,0,7,1,50,17,5,0,0
2,Chiefs,Jaguars,Chiefs,10.2,29,297,0,4,1,48,17,2,0,9.3,41,380,0,7,1,50,17,5,0,0
15,Chiefs,Patriots,Patriots,6.3,33,208,0,2,0,25,26,5,0,9.3,41,380,0,7,1,50,17,5,0,0
13,Chiefs,Packers,Packers,7.3,26,189,0,3,0,35,15,6,0,9.3,41,380,0,7,1,50,17,5,0,1
12,Chiefs,Raiders,Chiefs,10.0,25,249,0,1,0,32,18,2,0,9.3,41,380,0,7,1,50,17,5,0,0
15,Giants,Saints,Saints,12.2,32,392,1,2,1,76,24,0,0,8.9,35,311,1,1,1,94,16,7,0,1
11,Giants,Commanders,Giants,7.9,35,278,0,3,1,61,14,2,0,8.9,35,311,1,1,1,94,16,7,0,0
16,Giants,Eagles,Eagles,14.4,29,417,0,7,2,54,18,2,0,8.9,35,311,1,1,1,94,16,7,0,1
6,Giants,Bills,Bills,11.6,31,360,1,4,1,96,25,3,0,8.9,35,311,1,1,1,94,16,7,0,1
2,Giants,Cardinals,Giants,9.2,31,286,0,2,1,49,11,1,0,8.9,35,311,1,1,1,94,16,7,0,0
10,Giants,Cowboys,Cowboys,5.4,18,98,0,0,0,15,23,1,2,8.9,35,311,1,1,1,94,16,7,0,1
3,Giants,49ers,49ers,8.0,34,273,0,0,0,19,13,2,0,8.9,35,311,1,1,1,94,16,7,0,1
5,Giants,Dolphins,Dolphins,9.8,27,265,0,0,0,19,26,1,0,8.9,35,311,1,1,1,94,16,7,0,1
9,Giants,Raiders,Raiders,10.0,25,249,0,1,0,32,18,2,0,8.9,35,311,1,1,1,94,16,7,0,1
18,Falcons,Saints,Saints,12.2,32,392,1,2,1,76,24,0,0,7.2,33,239,0,1,0,23,18,2,0,1
17,Falcons,Bears,Bears,8.2,23,188,0,1,0,31,21,2,0,7.2,33,239,0,1,0,23,18,2,0,1
3,Falcons,Lions,Lions,11.4,29,331,0,3,1,42,23,1,0,7.2,33,239,0,1,0,23,18,2,0,1
8,Falcons,Titans,Titans,7.9,42,330,0,1,0,21,14,3,0,7.2,33,239,0,1,0,23,18,2,0,1
7,Falcons,Buccaneers,Falcons,9.4,25,234,0,1,1,51,18,2,0,7.2,33,239,0,1,0,23,18,2,0,0
4,Falcons,Jaguars,Jaguars,10.2,29,297,0,4,1,48,17,2,0,7.2,33,239,0,1,0,23,18,2,0,1
10,Falcons,Cardinals,Cardinals,9.2,31,286,0,2,1,49,11,1,0,7.2,33,239,0,1,0,23,18,2,0,1
15,Falcons,Panthers,Panthers,8.7,37,322,1,4,1,79,20,2,0,7.2,33,239,0,1,0,23,18,2,0,1
14,Patriots,Steelers,Patriots,8.6,30,257,0,3,0,34,13,3,2,6.3,33,208,0,2,0,25,26,5,0,0
16,Patriots,Broncos,Patriots,16.3,20,326,0,5,2,52,15,1,0,6.3,33,208,0,2,0,25,26,5,0,0
1,Patriots,Eagles,Eagles,14.4,29,417,0,7,2,54,18,2,0,6.3,33,208,0,2,0,25,26,5,0,1
12,Patriots,Giants,Giants,8.9,35,311,1,1,1,94,16,7,0,6.3,33,208,0,2,0,25,26,5,0,1
3,Patriots,Jets,Patriots,9.7,33,319,1,2,1,65,31,3,1,6.3,33,208,0,2,0,25,26,5,0,0
17,Patriots,Bills,Bills,11.6,31,360,1,4,1,96,25,3,0,6.3,33,208,0,2,0,25,26,5,0,1
4,Patriots,Cowboys,Cowboys,5.4,18,98,0,0,0,15,23,1,2,6.3,33,208,0,2,0,25,26,5,0,1
8,Patriots,Dolphins,Dolphins,9.8,27,265,0,0,0,19,26,1,0,6.3,33,208,0,2,0,25,26,5,0,1
6,Patriots,Raiders,Raiders,10.0,25,249,0,1,0,32,18,2,0,6.3,33,208,0,2,0,25,26,5,0,1
18,Cowboys,Commanders,Cowboys,7.9,35,278,0,3,1,61,14,2,0,5.4,18,98,0,0,0,15,23,1,2,0
9,Cowboys,Eagles,Eagles,14.4,29,417,0,7,2,54,18,2,0,5.4,18,98,0,0,0,15,23,1,2,1
6,Cowboys,Chargers,Cowboys,16.0,24,385,1,6,1,87,29,3,0,5.4,18,98,0,0,0,15,23,1,2,0
1,Cowboys,Giants,Cowboys,8.9,35,311,1,1,1,94,16,7,0,5.4,18,98,0,0,0,15,23,1,2,0
15,Cowboys,Bills,Bills,11.6,31,360,1,4,1,96,25,3,0,5.4,18,98,0,0,0,15,23,1,2,1
3,Cowboys,Cardinals,Cardinals,9.2,31,286,0,2,1,49,11,1,0,5.4,18,98,0,0,0,15,23,1,2,1
11,Cowboys,Panthers,Cowboys,8.7,37,322,1,4,1,79,20,2,0,5.4,18,98,0,0,0,15,23,1,2,0
5,Cowboys,49ers,49ers,8.0,34,273,0,0,0,19,13,2,0,5.4,18,98,0,0,0,15,23,1,2,1
16,Cowboys,Dolphins,Dolphins,9.8,27,265,0,0,0,19,26,1,0,5.4,18,98,0,0,0,15,23,1,2,1
9,Seahawks,Ravens,Ravens,14.4,29,417,1,6,2,76,27,0,0,10.6,25,265,0,3,0,32,16,2,0,1
4,Seahawks,Giants,Seahawks,8.9,35,311,1,1,1,94,16,7,0,10.6,25,265,0,3,0,32,16,2,0,0
6,Seahawks,Bengals,Bengals,10.2,34,346,1,4,1,81,16,1,0,10.6,25,265,0,3,0,32,16,2,0,1
2,Seahawks,Lions,Seahawks,11.4,29,331,0,3,1,42,23,1,0,10.6,25,265,0,3,0,32,16,2,0,0
16,Seahawks,Titans,Seahawks,7.9,42,330,0,1,0,21,14,3,0,10.6,25,265,0,3,0,32,16,2,0,0
11,Seahawks,Rams,Rams,7.3,28,204,0,1,0,29,24,3,0,10.6,25,265,0,3,0,32,16,2,0,1
18,Seahawks,Cardinals,Seahawks,9.2,31,286,0,2,1,49,11,1,0,10.6,25,265,0,3,0,32,16,2,0,0
13,Seahawks,Cowboys,Cowboys,5.4,18,98,0,0,0,15,23,1,2,10.6,25,265,0,3,0,32,16,2,0,1
14,Seahawks,49ers,49ers,8.0,34,273,0,0,0,19,13,2,0,10.6,25,265,0,3,0,32,16,2,0,1
