Week,Away Team,Home Team,Winning Team,Rec_home,Yds_home,Yds/Rec_home,TD_home,20_home,40_home,Lng_home,Rec 1st_home,Rec 1st%_home,Rec FUM_home,PDef_home,Rec_away,Yds_away,Yds/Rec_away,TD_away,20_away,40_away,Lng_away,Rec 1st_away,Rec 1st%_away,Rec FUM_away,PDef_away,Home_Win
18,Buccaneers,Panthers,Buccaneers,309,3109,10.1,19,39,9,75,162,52.4,3,59,404,4568,11.3,23,65,9,76,213,52.7,6,89,0
11,Buccaneers,49ers,49ers,410,3949,9.6,20,45,5,60,190,46.3,6,60,404,4568,11.3,23,65,9,76,213,52.7,6,89,1
15,Buccaneers,Packers,Buccaneers,342,3803,11.1,21,56,3,52,189,55.3,1,71,404,4568,11.3,23,65,9,76,213,52.7,6,89,0
16,Colts,Falcons,Falcons,340,3707,10.9,24,49,6,61,183,53.8,3,78,370,4157,11.2,21,54,8,75,192,51.9,4,79,1
3,Colts,Ravens,Colts,384,3717,9.7,18,46,6,71,175,45.6,3,47,370,4157,11.2,21,54,8,75,192,51.9,4,79,0
14,Colts,Bengals,Bengals,364,4480,12.3,23,65,11,86,201,55.2,4,80,370,4157,11.2,21,54,8,75,192,51.9,4,79,1
13,Colts,Titans,Colts,387,4181,10.8,20,52,11,59,189,48.8,2,79,370,4157,11.2,21,54,8,75,192,51.9,4,79,0
6,Colts,Jaguars,Jaguars,404,4355,10.8,27,47,13,76,198,49.0,5,73,370,4157,11.2,21,54,8,75,192,51.9,4,79,1
2,Colts,Texans,Colts,382,4334,11.4,17,60,15,75,185,48.4,6,73,370,4157,11.2,21,54,8,75,192,51.9,4,79,0
10,Colts,Patriots,Colts,370,3791,10.2,19,48,6,51,181,48.9,3,89,370,4157,11.2,21,54,8,75,192,51.9,4,79,0
9,Colts,Panthers,Colts,309,3109,10.1,19,39,9,75,162,52.4,3,59,370,4157,11.2,21,54,8,75,192,51.9,4,79,0
3,Titans,Browns,Browns,307,3149,10.3,23,39,7,75,136,44.3,2,95,387,4181,10.8,20,52,11,59,189,48.8,2,79,1
5,Titans,Colts,Colts,370,4157,11.2,21,54,8,75,192,51.9,4,79,387,4181,10.8,20,52,11,59,189,48.8,2,79,1
1,Titans,Saints,Saints,333,3768,11.3,22,48,9,71,167,50.2,4,68,387,4181,10.8,20,52,11,59,189,48.8,2,79,1
9,Titans,Steelers,Steelers,348,4164,12.0,23,63,6,80,186,53.4,6,66,387,4181,10.8,20,52,11,59,189,48.8,2,79,1
10,Titans,Buccaneers,Buccaneers,404,4568,11.3,23,65,9,76,213,52.7,6,89,387,4181,10.8,20,52,11,59,189,48.8,2,79,1
11,Titans,Jaguars,Jaguars,404,4355,10.8,27,47,13,76,198,49.0,5,73,387,4181,10.8,20,52,11,59,189,48.8,2,79,1
17,Titans,Texans,Texans,382,4334,11.4,17,60,15,75,185,48.4,6,73,387,4181,10.8,20,52,11,59,189,48.8,2,79,1
14,Titans,Dolphins,Titans,380,4132,10.9,27,57,10,75,186,49.0,6,66,387,4181,10.8,20,52,11,59,189,48.8,2,79,0
4,Ravens,Browns,Ravens,307,3149,10.3,23,39,7,75,136,44.3,2,95,384,3717,9.7,18,46,6,71,175,45.6,3,47,0
5,Ravens,Steelers,Steelers,348,4164,12.0,23,63,6,80,186,53.4,6,66,384,3717,9.7,18,46,6,71,175,45.6,3,47,1
12,Ravens,Chargers,Ravens,389,4580,11.8,26,61,14,70,203,52.2,3,86,384,3717,9.7,18,46,6,71,175,45.6,3,47,0
2,Ravens,Bengals,Ravens,364,4480,12.3,23,65,11,86,201,55.2,4,80,384,3717,9.7,18,46,6,71,175,45.6,3,47,0
6,Ravens,Titans,Ravens,387,4181,10.8,20,52,11,59,189,48.8,2,79,384,3717,9.7,18,46,6,71,175,45.6,3,47,0
15,Ravens,Jaguars,Ravens,404,4355,10.8,27,47,13,76,198,49.0,5,73,384,3717,9.7,18,46,6,71,175,45.6,3,47,0
8,Ravens,Cardinals,Ravens,347,3846,11.1,32,49,10,63,198,57.1,2,79,384,3717,9.7,18,46,6,71,175,45.6,3,47,0
16,Ravens,49ers,Ravens,410,3949,9.6,20,45,5,60,190,46.3,6,60,384,3717,9.7,18,46,6,71,175,45.6,3,47,0
6,49ers,Browns,Browns,307,3149,10.3,23,39,7,75,136,44.3,2,95,410,3949,9.6,20,45,5,60,190,46.3,6,60,1
7,49ers,Vikings,Vikings,426,4288,10.1,23,51,7,70,208,48.8,9,91,410,3949,9.6,20,45,5,60,190,46.3,6,60,1
1,49ers,Steelers,49ers,348,4164,12.0,23,63,6,80,186,53.4,6,66,410,3949,9.6,20,45,5,60,190,46.3,6,60,0
17,49ers,Commanders,49ers,396,4627,11.7,39,60,12,78,218,55.0,3,98,410,3949,9.6,20,45,5,60,190,46.3,6,60,0
13,49ers,Eagles,49ers,425,4551,10.7,35,56,6,69,222,52.2,6,80,410,3949,9.6,20,45,5,60,190,46.3,6,60,0
12,49ers,Seahawks,49ers,390,4259,10.9,21,57,10,54,202,51.8,5,74,410,3949,9.6,20,45,5,60,190,46.3,6,60,0
10,49ers,Jaguars,49ers,404,4355,10.8,27,47,13,76,198,49.0,5,73,410,3949,9.6,20,45,5,60,190,46.3,6,60,0
2,49ers,Rams,49ers,367,4195,11.4,24,57,10,80,193,52.6,2,60,410,3949,9.6,20,45,5,60,190,46.3,6,60,0
15,49ers,Cardinals,49ers,347,3846,11.1,32,49,10,63,198,57.1,2,79,410,3949,9.6,20,45,5,60,190,46.3,6,60,0
9,Cardinals,Browns,Browns,307,3149,10.3,23,39,7,75,136,44.3,2,95,347,3846,11.1,32,49,10,63,198,57.1,2,79,1
13,Cardinals,Steelers,Cardinals,348,4164,12.0,23,63,6,80,186,53.4,6,66,347,3846,11.1,32,49,10,63,198,57.1,2,79,0
1,Cardinals,Commanders,Commanders,396,4627,11.7,39,60,12,78,218,55.0,3,98,347,3846,11.1,32,49,10,63,198,57.1,2,79,1
16,Cardinals,Bears,Bears,410,4245,10.4,31,48,10,75,196,47.8,4,80,347,3846,11.1,32,49,10,63,198,57.1,2,79,1
17,Cardinals,Eagles,Cardinals,425,4551,10.7,35,56,6,69,222,52.2,6,80,347,3846,11.1,32,49,10,63,198,57.1,2,79,0
7,Cardinals,Seahawks,Seahawks,390,4259,10.9,21,57,10,54,202,51.8,5,74,347,3846,11.1,32,49,10,63,198,57.1,2,79,1
11,Cardinals,Texans,Texans,382,4334,11.4,17,60,15,75,185,48.4,6,73,347,3846,11.1,32,49,10,63,198,57.1,2,79,1
6,Cardinals,Rams,Rams,367,4195,11.4,24,57,10,80,193,52.6,2,60,347,3846,11.1,32,49,10,63,198,57.1,2,79,1
4,Cardinals,49ers,49ers,410,3949,9.6,20,45,5,60,190,46.3,6,60,347,3846,11.1,32,49,10,63,198,57.1,2,79,1
11,Steelers,Browns,Browns,307,3149,10.3,23,39,7,75,136,44.3,2,95,348,4164,12.0,23,63,6,80,186,53.4,6,66,1
15,Steelers,Colts,Colts,370,4157,11.2,21,54,8,75,192,51.9,4,79,348,4164,12.0,23,63,6,80,186,53.4,6,66,1
18,Steelers,Ravens,Steelers,384,3717,9.7,18,46,6,71,175,45.6,3,47,348,4164,12.0,23,63,6,80,186,53.4,6,66,0
17,Steelers,Seahawks,Steelers,390,4259,10.9,21,57,10,54,202,51.8,5,74,348,4164,12.0,23,63,6,80,186,53.4,6,66,0
12,Steelers,Bengals,Steelers,364,4480,12.3,23,65,11,86,201,55.2,4,80,348,4164,12.0,23,63,6,80,186,53.4,6,66,0
4,Steelers,Texans,Texans,382,4334,11.4,17,60,15,75,185,48.4,6,73,348,4164,12.0,23,63,6,80,186,53.4,6,66,1
7,Steelers,Rams,Steelers,367,4195,11.4,24,57,10,80,193,52.6,2,60,348,4164,12.0,23,63,6,80,186,53.4,6,66,0
3,Steelers,Raiders,Steelers,376,3900,10.4,21,43,11,79,187,49.7,4,78,348,4164,12.0,23,63,6,80,186,53.4,6,66,0
14,Jaguars,Browns,Browns,307,3149,10.3,23,39,7,75,136,44.3,2,95,404,4355,10.8,27,47,13,76,198,49.0,5,73,1
1,Jaguars,Colts,Jaguars,370,4157,11.2,21,54,8,75,192,51.9,4,79,404,4355,10.8,27,47,13,76,198,49.0,5,73,0
7,Jaguars,Saints,Jaguars,333,3768,11.3,22,48,9,71,167,50.2,4,68,404,4355,10.8,27,47,13,76,198,49.0,5,73,0
8,Jaguars,Steelers,Jaguars,348,4164,12.0,23,63,6,80,186,53.4,6,66,404,4355,10.8,27,47,13,76,198,49.0,5,73,0
5,Jaguars,Bills,Jaguars,363,3676,10.1,18,44,1,48,183,50.4,7,67,404,4355,10.8,27,47,13,76,198,49.0,5,73,0
18,Jaguars,Titans,Titans,387,4181,10.8,20,52,11,59,189,48.8,2,79,404,4355,10.8,27,47,13,76,198,49.0,5,73,1
16,Jaguars,Buccaneers,Buccaneers,404,4568,11.3,23,65,9,76,213,52.7,6,89,404,4355,10.8,27,47,13,76,198,49.0,5,73,1
12,Jaguars,Texans,Jaguars,382,4334,11.4,17,60,15,75,185,48.4,6,73,404,4355,10.8,27,47,13,76,198,49.0,5,73,0
17,Jets,Browns,Browns,307,3149,10.3,23,39,7,75,136,44.3,2,95,313,3182,10.2,19,39,7,81,150,47.9,5,89,1
5,Jets,Broncos,Jets,382,4302,11.3,29,56,8,68,201,52.6,2,66,313,3182,10.2,19,39,7,81,150,47.9,5,89,0
8,Jets,Giants,Jets,371,4157,11.2,21,43,10,80,191,51.5,8,71,313,3182,10.2,19,39,7,81,150,47.9,5,89,0
11,Jets,Bills,Bills,363,3676,10.1,18,44,1,48,183,50.4,7,67,313,3182,10.2,19,39,7,81,150,47.9,5,89,1
2,Jets,Cowboys,Cowboys,308,3481,11.3,21,47,7,73,166,53.9,5,82,313,3182,10.2,19,39,7,81,150,47.9,5,89,1
18,Jets,Patriots,Jets,370,3791,10.2,19,48,6,51,181,48.9,3,89,313,3182,10.2,19,39,7,81,150,47.9,5,89,0
15,Jets,Dolphins,Dolphins,380,4132,10.9,27,57,10,75,186,49.0,6,66,313,3182,10.2,19,39,7,81,150,47.9,5,89,1
10,Jets,Raiders,Raiders,376,3900,10.4,21,43,11,79,187,49.7,4,78,313,3182,10.2,19,39,7,81,150,47.9,5,89,1
4,Rams,Colts,Rams,370,4157,11.2,21,54,8,75,192,51.9,4,79,367,4195,11.4,24,57,10,80,193,52.6,2,60,0
14,Rams,Ravens,Ravens,384,3717,9.7,18,46,6,71,175,45.6,3,47,367,4195,11.4,24,57,10,80,193,52.6,2,60,1
1,Rams,Seahawks,Rams,390,4259,10.9,21,57,10,54,202,51.8,5,74,367,4195,11.4,24,57,10,80,193,52.6,2,60,0
17,Rams,Giants,Rams,371,4157,11.2,21,43,10,80,191,51.5,8,71,367,4195,11.4,24,57,10,80,193,52.6,2,60,0
3,Rams,Bengals,Bengals,364,4480,12.3,23,65,11,86,201,55.2,4,80,367,4195,11.4,24,57,10,80,193,52.6,2,60,1
12,Rams,Cardinals,Rams,347,3846,11.1,32,49,10,63,198,57.1,2,79,367,4195,11.4,24,57,10,80,193,52.6,2,60,0
8,Rams,Cowboys,Cowboys,308,3481,11.3,21,47,7,73,166,53.9,5,82,367,4195,11.4,24,57,10,80,193,52.6,2,60,1
18,Rams,49ers,Rams,410,3949,9.6,20,45,5,60,190,46.3,6,60,367,4195,11.4,24,57,10,80,193,52.6,2,60,0
9,Rams,Packers,Packers,342,3803,11.1,21,56,3,52,189,55.3,1,71,367,4195,11.4,24,57,10,80,193,52.6,2,60,1
7,Browns,Colts,Browns,370,4157,11.2,21,54,8,75,192,51.9,4,79,307,3149,10.3,23,39,7,75,136,44.3,2,95,0
2,Browns,Steelers,Steelers,348,4164,12.0,23,63,6,80,186,53.4,6,66,307,3149,10.3,23,39,7,75,136,44.3,2,95,1
10,Browns,Ravens,Browns,384,3717,9.7,18,46,6,71,175,45.6,3,47,307,3149,10.3,23,39,7,75,136,44.3,2,95,0
12,Browns,Broncos,Broncos,382,4302,11.3,29,56,8,68,201,52.6,2,66,307,3149,10.3,23,39,7,75,136,44.3,2,95,1
8,Browns,Seahawks,Seahawks,390,4259,10.9,21,57,10,54,202,51.8,5,74,307,3149,10.3,23,39,7,75,136,44.3,2,95,1
18,Browns,Bengals,Bengals,364,4480,12.3,23,65,11,86,201,55.2,4,80,307,3149,10.3,23,39,7,75,136,44.3,2,95,1
16,Browns,Texans,Browns,382,4334,11.4,17,60,15,75,185,48.4,6,73,307,3149,10.3,23,39,7,75,136,44.3,2,95,0
13,Browns,Rams,Rams,367,4195,11.4,24,57,10,80,193,52.6,2,60,307,3149,10.3,23,39,7,75,136,44.3,2,95,1
5,Chiefs,Vikings,Chiefs,426,4288,10.1,23,51,7,70,208,48.8,9,91,340,3352,9.9,19,39,3,60,169,49.7,6,71,0
8,Chiefs,Broncos,Broncos,382,4302,11.3,29,56,8,68,201,52.6,2,66,340,3352,9.9,19,39,3,60,169,49.7,6,71,1
18,Chiefs,Chargers,Chiefs,389,4580,11.8,26,61,14,70,203,52.2,3,86,340,3352,9.9,19,39,3,60,169,49.7,6,71,0
4,Chiefs,Jets,Chiefs,313,3182,10.2,19,39,7,81,150,47.9,5,89,340,3352,9.9,19,39,3,60,169,49.7,6,71,0
2,Chiefs,Jaguars,Chiefs,404,4355,10.8,27,47,13,76,198,49.0,5,73,340,3352,9.9,19,39,3,60,169,49.7,6,71,0
15,Chiefs,Patriots,Patriots,370,3791,10.2,19,48,6,51,181,48.9,3,89,340,3352,9.9,19,39,3,60,169,49.7,6,71,0
13,Chiefs,Packers,Packers,342,3803,11.1,21,56,3,52,189,55.3,1,71,340,3352,9.9,19,39,3,60,169,49.7,6,71,1
12,Chiefs,Raiders,Chiefs,376,3900,10.4,21,43,11,79,187,49.7,4,78,340,3352,9.9,19,39,3,60,169,49.7,6,71,0
15,Giants,Saints,Saints,333,3768,11.3,22,48,9,71,167,50.2,4,68,371,4157,11.2,21,43,10,80,191,51.5,8,71,1
11,Giants,Commanders,Giants,396,4627,11.7,39,60,12,78,218,55.0,3,98,371,4157,11.2,21,43,10,80,191,51.5,8,71,0
16,Giants,Eagles,Eagles,425,4551,10.7,35,56,6,69,222,52.2,6,80,371,4157,11.2,21,43,10,80,191,51.5,8,71,1
6,Giants,Bills,Bills,363,3676,10.1,18,44,1,48,183,50.4,7,67,371,4157,11.2,21,43,10,80,191,51.5,8,71,1
2,Giants,Cardinals,Giants,347,3846,11.1,32,49,10,63,198,57.1,2,79,371,4157,11.2,21,43,10,80,191,51.5,8,71,0
10,Giants,Cowboys,Cowboys,308,3481,11.3,21,47,7,73,166,53.9,5,82,371,4157,11.2,21,43,10,80,191,51.5,8,71,1
3,Giants,49ers,49ers,410,3949,9.6,20,45,5,60,190,46.3,6,60,371,4157,11.2,21,43,10,80,191,51.5,8,71,1
5,Giants,Dolphins,Dolphins,380,4132,10.9,27,57,10,75,186,49.0,6,66,371,4157,11.2,21,43,10,80,191,51.5,8,71,1
9,Giants,Raiders,Raiders,376,3900,10.4,21,43,11,79,187,49.7,4,78,371,4157,11.2,21,43,10,80,191,51.5,8,71,1
18,Falcons,Saints,Saints,333,3768,11.3,22,48,9,71,167,50.2,4,68,340,3707,10.9,24,49,6,61,183,53.8,3,78,1
17,Falcons,Bears,Bears,410,4245,10.4,31,48,10,75,196,47.8,4,80,340,3707,10.9,24,49,6,61,183,53.8,3,78,1
3,Falcons,Lions,Lions,371,4562,12.3,28,69,9,92,209,56.3,3,57,340,3707,10.9,24,49,6,61,183,53.8,3,78,1
8,Falcons,Titans,Titans,387,4181,10.8,20,52,11,59,189,48.8,2,79,340,3707,10.9,24,49,6,61,183,53.8,3,78,1
7,Falcons,Buccaneers,Falcons,404,4568,11.3,23,65,9,76,213,52.7,6,89,340,3707,10.9,24,49,6,61,183,53.8,3,78,0
4,Falcons,Jaguars,Jaguars,404,4355,10.8,27,47,13,76,198,49.0,5,73,340,3707,10.9,24,49,6,61,183,53.8,3,78,1
10,Falcons,Cardinals,Cardinals,347,3846,11.1,32,49,10,63,198,57.1,2,79,340,3707,10.9,24,49,6,61,183,53.8,3,78,1
15,Falcons,Panthers,Panthers,309,3109,10.1,19,39,9,75,162,52.4,3,59,340,3707,10.9,24,49,6,61,183,53.8,3,78,1
14,Patriots,Steelers,Patriots,348,4164,12.0,23,63,6,80,186,53.4,6,66,370,3791,10.2,19,48,6,51,181,48.9,3,89,0
16,Patriots,Broncos,Patriots,382,4302,11.3,29,56,8,68,201,52.6,2,66,370,3791,10.2,19,48,6,51,181,48.9,3,89,0
1,Patriots,Eagles,Eagles,425,4551,10.7,35,56,6,69,222,52.2,6,80,370,3791,10.2,19,48,6,51,181,48.9,3,89,1
12,Patriots,Giants,Giants,371,4157,11.2,21,43,10,80,191,51.5,8,71,370,3791,10.2,19,48,6,51,181,48.9,3,89,1
3,Patriots,Jets,Patriots,313,3182,10.2,19,39,7,81,150,47.9,5,89,370,3791,10.2,19,48,6,51,181,48.9,3,89,0
17,Patriots,Bills,Bills,363,3676,10.1,18,44,1,48,183,50.4,7,67,370,3791,10.2,19,48,6,51,181,48.9,3,89,1
4,Patriots,Cowboys,Cowboys,308,3481,11.3,21,47,7,73,166,53.9,5,82,370,3791,10.2,19,48,6,51,181,48.9,3,89,1
8,Patriots,Dolphins,Dolphins,380,4132,10.9,27,57,10,75,186,49.0,6,66,370,3791,10.2,19,48,6,51,181,48.9,3,89,1
6,Patriots,Raiders,Raiders,376,3900,10.4,21,43,11,79,187,49.7,4,78,370,3791,10.2,19,48,6,51,181,48.9,3,89,1
18,Cowboys,Commanders,Cowboys,396,4627,11.7,39,60,12,78,218,55.0,3,98,308,3481,11.3,21,47,7,73,166,53.9,5,82,0
9,Cowboys,Eagles,Eagles,425,4551,10.7,35,56,6,69,222,52.2,6,80,308,3481,11.3,21,47,7,73,166,53.9,5,82,1
6,Cowboys,Chargers,Cowboys,389,4580,11.8,26,61,14,70,203,52.2,3,86,308,3481,11.3,21,47,7,73,166,53.9,5,82,0
1,Cowboys,Giants,Cowboys,371,4157,11.2,21,43,10,80,191,51.5,8,71,308,3481,11.3,21,47,7,73,166,53.9,5,82,0
15,Cowboys,Bills,Bills,363,3676,10.1,18,44,1,48,183,50.4,7,67,308,3481,11.3,21,47,7,73,166,53.9,5,82,1
3,Cowboys,Cardinals,Cardinals,347,3846,11.1,32,49,10,63,198,57.1,2,79,308,3481,11.3,21,47,7,73,166,53.9,5,82,1
11,Cowboys,Panthers,Cowboys,309,3109,10.1,19,39,9,75,162,52.4,3,59,308,3481,11.3,21,47,7,73,166,53.9,5,82,0
5,Cowboys,49ers,49ers,410,3949,9.6,20,45,5,60,190,46.3,6,60,308,3481,11.3,21,47,7,73,166,53.9,5,82,1
16,Cowboys,Dolphins,Dolphins,380,4132,10.9,27,57,10,75,186,49.0,6,66,308,3481,11.3,21,47,7,73,166,53.9,5,82,1
9,Seahawks,Ravens,Ravens,384,3717,9.7,18,46,6,71,175,45.6,3,47,390,4259,10.9,21,57,10,54,202,51.8,5,74,1
4,Seahawks,Giants,Seahawks,371,4157,11.2,21,43,10,80,191,51.5,8,71,390,4259,10.9,21,57,10,54,202,51.8,5,74,0
6,Seahawks,Bengals,Bengals,364,4480,12.3,23,65,11,86,201,55.2,4,80,390,4259,10.9,21,57,10,54,202,51.8,5,74,1
2,Seahawks,Lions,Seahawks,371,4562,12.3,28,69,9,92,209,56.3,3,57,390,4259,10.9,21,57,10,54,202,51.8,5,74,0
16,Seahawks,Titans,Seahawks,387,4181,10.8,20,52,11,59,189,48.8,2,79,390,4259,10.9,21,57,10,54,202,51.8,5,74,0
11,Seahawks,Rams,Rams,367,4195,11.4,24,57,10,80,193,52.6,2,60,390,4259,10.9,21,57,10,54,202,51.8,5,74,1
18,Seahawks,Cardinals,Seahawks,347,3846,11.1,32,49,10,63,198,57.1,2,79,390,4259,10.9,21,57,10,54,202,51.8,5,74,0
13,Seahawks,Cowboys,Cowboys,308,3481,11.3,21,47,7,73,166,53.9,5,82,390,4259,10.9,21,57,10,54,202,51.8,5,74,1
14,Seahawks,49ers,49ers,410,3949,9.6,20,45,5,60,190,46.3,6,60,390,4259,10.9,21,57,10,54,202,51.8,5,74,1
